Column 1,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
639,639,2012,England,Hospital,129,14,0.109,0.929,0.929,0,0.786,0.214,0.071,0.286,0.357,0.286,0,0.056,0.039,0.6,0.4,0.07,0.07,0.054,0.786,0.182,0.091,0.091,0.091,0,0.2,0.636,0.636,0.1,0.143,1,0.891,0.512,1,1,0.894,1,0.633,0.131,0.407,1,0.785,0,4.0389443334,0.3183773214,3.5594577757,2.3214642589,-0.368224487,-1.074872873,-0.657366786,-0.897862207,-1.046025001,-2.39685774
640,640,2012,England,Hospital,796,104,0.131,0.962,0.641,0.069,0.647,0.284,0.062,0.361,0.402,0.175,0,0.7,0.8,0.1,0.3,0.067,0.064,0.041,0.272,0.359,0.205,0.218,0.231,0.135,0.357,0.149,0.158,0.154,0.211,0.879,0.856,0.784,0.943,0.907,0.581,0.919,0.191,0.176,0.753,0.933,0.857,0.087,0.5547238502,1.0194888416,-0.935872889,1.8763069627,-0.256335683,1.0646735557,1.6368071366,0.3361574369,-1.037201533,0.8143675835
641,641,2012,England,Hospital,397,60,0.151,0.95,0.862,0.051,0.593,0.356,0.069,0.293,0.345,0.276,0.017,0.2,0.4,0.8,0.6,0.069,0.067,0.043,0.211,0.366,0.293,0.171,0.195,0.068,0.5,0.086,0.103,0.043,0.176,0.978,0.907,0.839,0.92,0.935,0.452,0.967,0.108,0.264,0.726,0.97,0.922,0,1.4339068408,-0.10845776,-0.917423226,3.4892819549,-1.819260819,0.3052393622,1.0559053592,0.186831183,0.571079894,0.0096314268
642,642,2012,England,Hospital,253,38,0.15,0.895,0.861,0.079,0.632,0.289,0.053,0.263,0.526,0.132,0.026,0.033,1,0.016,0.8,0.067,0.062,0.045,0.211,0.138,0.069,0.069,0.138,0.105,0.667,0.206,0.206,0.069,0.125,0.923,0.872,1,1,1,0.268,0.923,0,0,0.791,1,0.761,0,3.7343621973,-1.243049601,-1.003843804,2.0469413699,-1.385890512,-0.636604438,1.6215716028,0.0323337493,0.0428742837,0.7606583275
643,643,2012,England,Hospital,485,90,0.186,0.367,0.941,0.048,0.881,0.071,0.036,0.361,0.446,0.157,0,0.014,0.3,0.7,0.5,0.068,0.066,0.042,0.198,0.425,0.151,0.315,0.192,0.071,0.5,0.214,0.238,0.125,0.24,0.885,0.55,0.605,0.782,0.888,0.29,0.865,0.22,0.203,0.438,0.751,0.756,0.024,-0.787657546,-2.08083734,1.1314422315,0.9053852399,-1.390560926,-0.403414522,0.4122008824,1.1651838691,0.024322346,0.1076202109
644,644,2012,England,Hospital,139,15,0.108,0,0.8,0.071,0.857,0.071,0,0.733,0.2,0.067,0,0.05,0.048,0.027,0.021,0.07,0.07,0.039,0.333,0.357,0.214,0.357,0.357,0.067,1,0.4,0.4,0,0.2,0.678,0.811,0.811,1,0.665,0.313,1,0,0.149,0.649,0.313,1,0,-1.030368267,-0.855215609,1.0234788923,1.3666110197,0.4595995538,-0.381483886,-2.690819774,1.7958905029,2.6808509641,1.2353517021
645,645,2012,England,Site,1076,136,0.126,0.89,0.844,0.126,0.659,0.215,0.06,0.346,0.421,0.158,0.015,0.011,0.5,0.3,0.1,0.067,0.064,0.035,0.338,0.434,0.264,0.255,0.226,0.134,0.222,0.466,0.534,0.063,0.176,0.861,0.779,0.739,0.878,0.795,0.573,0.911,0.213,0.216,0.585,0.909,0.798,0.074,-0.373116146,0.2248124513,0.2854654392,1.8657835069,1.2386034574,0.692243946,0.9162026442,1.1231222597,-1.737026443,-0.515012942
646,646,2012,England,Hospital,350,49,0.14,0.531,1,0.184,0.755,0.061,0.083,0.333,0.5,0.083,0,0.014,0.9,0.6,0.1,0.067,0.065,0.038,0.188,0.263,0.158,0.132,0.132,0.104,0.75,0.116,0.116,0.148,0.17,0.71,1,1,1,0.399,0,0.71,0,0.601,0.421,1,0.29,0,0.9290802311,-2.4700296,-0.929617233,-0.014176192,-1.930447397,-0.498245958,0.6509972288,0.3932484483,0.2377567978,0.8296000617
647,647,2012,England,Hospital,322,48,0.149,0.667,0.826,0.104,0.708,0.188,0.021,0.34,0.553,0.085,0,0.015,0.4,0.5,0.3,0.066,0.062,0.034,0.289,0.541,0.243,0.514,0.243,0.043,1,0.256,0.302,0.189,0.311,0.792,0.604,0.668,0.701,0.726,0.258,0.688,0.33,0.346,0.645,0.801,0.514,0,-2.478887482,-2.187115242,-0.009736171,0.7260655962,0.4269455048,-0.788136447,0.0411331379,0.0980547346,1.6019746261,1.3135460602
648,648,2012,England,Hospital,248,54,0.218,0.296,0.722,0.13,0.667,0.204,0.02,0.314,0.51,0.137,0.02,0.024,0.011,0.5,0.4,0.068,0.062,0.031,0.37,0.535,0.326,0.302,0.233,0.074,1,0.407,0.463,0.135,0.25,0.877,0.548,0.412,0.532,0.792,0.308,0.71,0.246,0.307,0.474,0.788,0.586,0.056,-2.096738262,-1.945053638,1.2036017176,-0.027392768,1.1831246171,-0.954009184,-0.426201918,0.1149205602,1.1531962092,-0.156410093
649,649,2012,England,Hospital,336,56,0.167,0.786,0.706,0.13,0.741,0.13,0.127,0.455,0.164,0.218,0.036,1,0.4,0.9,0.013,0.069,0.068,0.043,0.255,0.457,0.343,0.314,0.371,0.127,0,0.17,0.189,0.063,0.216,0.848,0.731,0.748,0.767,0.793,0.414,0.787,0.43,0.296,0.581,0.895,0.628,0.218,-2.140009088,0.0498851572,-0.204952119,1.6398645433,-0.725857366,1.8765388511,0.2064044776,-0.591171437,-0.605369549,-0.268485096
650,650,2012,England,Hospital,195,25,0.128,0.92,0.84,0.08,0.8,0.12,0.04,0.56,0.28,0.12,0,0.018,0.012,0.5,0.7,0.069,0.07,0.053,0.24,0.389,0.222,0.222,0.111,0.08,0.5,0.32,0.32,0.222,0.167,0.814,0.728,0.901,0.853,1,0.381,1,0.255,0.094,0.55,0.739,0.551,0,0.8849149598,-2.353750883,0.9028471664,1.3280129488,-1.468682612,0.0150942749,-1.579045558,0.9381972731,1.0926011398,-1.067703014
651,651,2012,England,Hospital,347,43,0.124,0.977,0.829,0.023,0.674,0.302,0.186,0.256,0.395,0.163,0,0.014,0.6,0.2,1,0.068,0.062,0.04,0.14,0.471,0.265,0.265,0.265,0.07,0.333,0.186,0.209,0.037,0.103,0.74,0.602,0.55,0.477,0.759,0.414,0.768,0.294,0,0.545,0.715,0.591,0,-1.985051446,-2.922062943,0.3240058783,0.3859038848,-1.193076795,-1.021109798,-0.109385062,0.3067887074,0.5878301149,0.0417777095
652,652,2012,England,Hospital,298,39,0.131,0.949,0.923,0.026,0.641,0.333,0,0.378,0.351,0.27,0,0,0,0,0,0.067,0.066,0.042,0.333,0.037,0,0.037,0,0.154,0.2,0.282,0.333,0.231,0.118,0.919,0.555,0.789,0.744,0.848,0.609,0.861,0.13,0.222,0.513,0.883,0.963,0,3.8994817583,1.0326892522,0.9977212712,-1.233130161,-1.344159277,-0.149165674,0.0127880696,-0.161727979,-1.223189569,-1.042643473
653,653,2012,England,Hospital,237,41,0.173,0.951,0.744,0.205,0.667,0.128,0.075,0.375,0.4,0.15,0,0.7,0.2,0.018,0.2,0.069,0.069,0.048,0.4,0.273,0.152,0.182,0.121,0.275,1,0.525,0.675,0.147,0.275,0.957,0.746,0.668,0.609,0.939,0.501,1,0.179,0.248,0.494,0.719,0.746,0.073,1.8854184861,-0.076209162,1.7292109007,-0.242306069,1.285359468,0.1540210614,-2.035485407,1.0056475107,-0.054759012,0.4164642864
654,654,2012,England,Hospital,190,24,0.126,1,0.87,0.087,0.696,0.217,0,0.375,0.208,0.375,0.042,0.047,0.014,0.019,0,0.069,0.069,0.05,0.208,0.143,0.071,0.071,0.071,0.083,0.5,0.333,0.375,0.1,0.182,1,1,1,1,1,0.525,1,0.07,0.222,0.707,0.824,0.818,0,4.2095830785,1.1907636827,-0.231666971,1.0735417809,-1.220986179,0.6637983825,-1.573070304,1.1832769027,-0.01028312,-0.45011081
655,655,2012,England,Hospital,322,42,0.13,0.976,0.786,0.048,0.881,0.071,0.071,0.31,0.476,0.143,0,0.023,0.7,0.3,0.025,0.07,0.07,0.039,0.143,0.094,0.031,0.063,0.063,0.071,0.667,0.231,0.231,0.122,0.238,0.794,0.662,0.794,0.849,0.819,0.554,0.794,0.219,0.254,0.793,1,0.687,0,3.2003432383,-0.098050178,0.702023104,-0.111221322,-1.690803283,1.1536107808,1.3494513925,-0.419121869,0.0235999571,1.6363437082
656,656,2012,England,Site,344,52,0.151,0.962,0.902,0.135,0.692,0.173,0.038,0.346,0.404,0.212,0,0.5,0.2,0,0.1,0.065,0.058,0.049,0.192,0.313,0.188,0.188,0.125,0.077,0.5,0.096,0.096,0.043,0.184,0.676,0.612,0.479,0.942,0.804,0.553,0.941,0.245,0.452,0.33,0.837,0.754,0.02,-0.101981427,-0.807352355,0.207872055,-1.268800412,-1.340652218,-0.154071247,0.6307328378,-0.173740133,-1.352057404,0.0617272604
657,657,2012,England,Site,759,163,0.215,0.62,0.783,0.101,0.658,0.241,0.088,0.421,0.346,0.132,0.013,0.015,0.5,0.5,0.3,0.069,0.064,0.035,0.302,0.444,0.341,0.254,0.31,0.075,0.5,0.243,0.351,0.057,0.194,0.825,0.822,0.766,0.758,0.926,0.528,0.879,0.353,0.298,0.535,0.843,0.669,0.112,-1.301966717,-0.748605611,-0.173745497,2.0756165385,0.2234962462,0.4665847216,0.521144611,1.3495242858,-0.113848479,-0.47862651
658,658,2012,England,Hospital,242,50,0.207,0.82,0.932,0.06,0.68,0.26,0.041,0.408,0.408,0.122,0.02,0.019,0.8,0.4,0.017,0.065,0.055,0.041,0.36,0.471,0.324,0.294,0.176,0.04,1,0.022,0.522,0.147,0.14,1,0.609,0.545,0.932,1,0.465,0.686,0.116,0.339,0.638,0.694,0.703,0,-0.874489558,-1.116022239,0.0945911963,1.3707089989,-0.118886287,-1.667090336,0.2868080616,1.1039934249,-0.253548233,1.9233267204
659,659,2012,England,Hospital,210,25,0.119,0.84,0.783,0.08,0.72,0.2,0.12,0.2,0.4,0.28,0,0.015,0.8,0.3,0.02,0.066,0.065,0.04,0.4,0.389,0.333,0.056,0.111,0.04,1,0.44,0.56,0.214,0.227,0.79,0.584,0.67,0.801,1,0.495,0.67,0.11,0.216,0.781,0.914,0.535,0,1.1032062169,-1.725945942,0.7863540239,0.7161550294,0.8522589621,0.1506319819,0.2753089549,-0.781040012,-0.112644549,1.4191625195
660,660,2012,England,Hospital,412,61,0.148,0.869,0.842,0.052,0.655,0.293,0.035,0.246,0.509,0.175,0.035,0.017,0.6,0.6,0.7,0.065,0.062,0.044,0.281,0.447,0.319,0.191,0.17,0,1,0.241,0.379,0.063,0.13,0.747,0.921,0.458,0.904,1,0.572,0.825,0.201,0.104,0.428,0.83,0.804,0.017,0.1755455399,-2.361904287,0.5241724332,2.4027888749,-0.324497281,-1.28905449,1.0834956064,1.0640968514,0.0102177848,0.5215672502
661,661,2012,England,Hospital,422,58,0.137,0.81,0.825,0.089,0.643,0.268,0.036,0.393,0.464,0.107,0,0.016,0.6,0.7,0.9,0.07,0.067,0.039,0.263,0.537,0.278,0.352,0.259,0.155,0.556,0.281,0.298,0.095,0.327,0.73,0.53,0.516,0.781,0.796,0.415,0.764,0.396,0.249,0.429,0.716,0.492,0,-2.648339311,-3.412381329,2.1322279076,1.4213184375,-1.099601353,-1.027999268,0.1112791363,0.6176688532,0.755552928,0.4772980053
662,662,2012,England,Site,1061,143,0.135,0.972,0.735,0.085,0.606,0.31,0.042,0.401,0.373,0.176,0.007,0.023,0.6,0.3,0.012,0.068,0.065,0.038,0.312,0.255,0.184,0.133,0.092,0.121,0.588,0.207,0.304,0.123,0.199,0.918,0.825,0.789,0.837,0.868,0.525,0.934,0.183,0.268,0.562,0.843,0.726,0.014,1.4908989114,0.107314363,-0.044000831,0.4529397431,-0.402321172,0.5804526597,0.7746518357,2.1692170042,-1.064732693,0.324873791
663,663,2012,England,Hospital,495,72,0.145,0.958,0.841,0.042,0.718,0.239,0.087,0.319,0.42,0.174,0,0.013,0.7,0.5,0.1,0.065,0.058,0.027,0.279,0.455,0.255,0.327,0.309,0.057,0.25,0.159,0.188,0.2,0.215,0.833,0.813,0.725,0.793,0.883,0.359,0.794,0.182,0.24,0.524,0.852,0.683,0.014,-1.760694212,-1.002829403,-1.366255937,1.5334855682,-0.640345346,-0.927891778,0.6989615019,0.1112476219,-0.79267586,0.5898315333
664,664,2012,England,Hospital,339,67,0.198,0.881,0.879,0.209,0.567,0.224,0.149,0.343,0.328,0.164,0.015,0.019,0.8,0.7,0.1,0.068,0.063,0.033,0.364,0.509,0.321,0.283,0.302,0.104,0.571,0.104,0.119,0.098,0.194,0.965,0.91,0.855,0.849,0.822,0.499,0.775,0.212,0.286,0.432,0.744,0.748,0,-1.270694113,-0.349875048,-0.764477997,2.9189252532,-1.468606071,-1.473298333,-0.467944373,1.3148305084,0.0139825273,0.7774934844
665,665,2012,England,Hospital,131,25,0.191,1,0.88,0.042,0.75,0.208,0.12,0.28,0.48,0.12,0,0.016,0.6,0.6,0.3,0.068,0.068,0.048,0.125,0.389,0.278,0.222,0.222,0.04,1,0,0.04,0.087,0.087,1,1,0.513,1,0.705,0.209,0.819,0.136,0,0.84,0.819,0.835,0,0.5320642399,-0.754872745,-0.604709392,2.4981019879,-2.043203009,0.0844048162,0.8484821083,0.8208257161,1.6800671709,1.6617189463
666,666,2012,England,Hospital,741,136,0.184,0.75,0.931,0.152,0.591,0.258,0.09,0.466,0.211,0.233,0,0.7,0.5,0,0.1,0.068,0.054,0.036,0.195,0.506,0.26,0.377,0.312,0.112,0.462,0.856,0.97,0.071,0.214,0.837,0.576,0.577,0.878,0.797,0.4,0.847,0.225,0.187,0.631,0.87,0.612,0,-1.693977765,-0.947806142,0.7046891248,0.8698555759,3.6635847955,0.4614858542,-0.749702825,-0.37501606,-2.428965068,1.6237495397
667,667,2012,England,Hospital,355,63,0.177,0.794,0.797,0.032,0.841,0.127,0.081,0.452,0.339,0.129,0,0.6,0.1,0.1,0.1,0.068,0.062,0.037,0.368,0.553,0.426,0.319,0.447,0.148,0,0.492,0.644,0.094,0.133,0.802,0.72,0.64,0.852,0.549,0.621,0.849,0.211,0.141,0.562,0.739,0.775,0,-2.886647368,0.7002538826,0.4451641886,1.8184445921,1.6098396306,-0.168997544,-2.050651953,-1.037023883,-0.853599892,-0.44519322
668,668,2012,England,Hospital,318,56,0.176,0.768,0.556,0,0.473,0.527,0.109,0.418,0.291,0.145,0.036,1,0.5,0.3,0.2,0.065,0.058,0.039,0.245,0.422,0.244,0.289,0.244,0.091,0.5,0.873,0.945,0.083,0.204,0.846,0.645,0.605,0.68,0.758,0.352,0.702,0.099,0.108,0.63,0.775,0.437,0.255,-1.025701063,-1.42187245,1.1095175438,-0.277237158,3.5943272769,0.2571794171,-0.735855439,0.1788691723,-1.611628252,0.7443000039
669,669,2012,England,Hospital,255,46,0.18,0.957,0.756,0.109,0.609,0.283,0.111,0.222,0.289,0.356,0.022,0.033,0.5,0.039,0.4,0.068,0.068,0.042,0.261,0.421,0.263,0.184,0.184,0.044,0.5,0.356,0.489,0.05,0.109,0.698,0.709,0.278,0.811,0.822,0.338,0.9,0.244,0.134,0.637,0.958,0.694,0.023,-0.331518186,-1.833220439,1.5345009107,0.48340271,0.0433746256,0.5891021358,0.8337090643,-1.441692369,-0.441208831,0.2346071646
670,670,2012,England,Hospital,309,41,0.133,0.976,0.897,0.049,0.512,0.439,0.077,0.41,0.385,0.077,0.051,0.034,0.011,0.6,0.2,0.07,0.068,0.043,0.25,0.528,0.389,0.25,0.222,0.073,0.5,0.25,0.3,0.143,0.211,0.771,0.63,0.477,0.759,0.846,0.434,0.689,0.241,0.208,0.551,0.839,0.65,0.024,-1.718750117,-1.500222345,1.0139293736,1.0000695375,-0.699789032,0.9066473913,-0.417814235,-0.319008942,0.490962368,-0.522553359
671,671,2012,England,Site,573,82,0.143,0.805,0.913,0.074,0.716,0.21,0.076,0.304,0.468,0.127,0.025,0.019,0.7,0.3,0.1,0.066,0.064,0.043,0.35,0.357,0.171,0.229,0.186,0.134,0.455,0.679,0.815,0.101,0.3,0.833,0.677,0.635,0.814,0.813,0.402,0.866,0.183,0.194,0.605,0.727,0.631,0,0.4500909425,-1.984147992,1.6338038509,0.7669864326,1.4404361565,-0.339506776,-0.809054443,0.8225586552,-1.403134916,0.8673140392
672,672,2012,England,Hospital,453,88,0.194,0.773,0.872,0.057,0.795,0.148,0.068,0.318,0.42,0.193,0,0.013,0.3,0.8,0.2,0.069,0.065,0.042,0.136,0.388,0.224,0.313,0.224,0.069,0.75,0.069,0.08,0.041,0.186,0.963,0.826,0.619,0.815,0.911,0.54,0.962,0.221,0.184,0.398,0.81,0.466,0.125,-1.1056135,-0.785550535,0.3369148713,0.8758551746,-1.874243896,-0.060187276,0.2906297275,2.412646745,0.4021408193,0.0088606206
673,673,2012,England,Hospital,141,18,0.128,0.833,0.941,0.056,0.667,0.278,0,0.235,0.471,0.294,0,0.055,0.027,0.4,0.013,0.069,0.069,0.04,0.444,0.308,0.231,0.154,0.154,0.056,1,0.111,0.111,0.111,0.111,1,1,1,0.738,0.905,0.507,1,0,0,1,1,0.749,0,2.7278214144,1.449281799,-1.657227967,1.9367751902,-0.517714705,0.9389324692,-0.28982191,-0.529497548,2.7263932364,-0.123803383
674,674,2012,England,Hospital,546,100,0.183,0.98,0.896,0.071,0.667,0.263,0.063,0.158,0.505,0.274,0,0.5,0.3,0.1,0.3,0.067,0.066,0.052,0.2,0.343,0.229,0.171,0.129,0.05,0.4,0.194,0.214,0.044,0.175,0.903,0.759,0.864,0.715,0.903,0.434,0.881,0.145,0.101,0.497,0.824,0.77,0.01,1.0712356058,-0.314416675,-0.558323774,0.4149361821,-1.024560054,0.6959632356,-0.850378526,0.9613013229,-0.89976429,-0.411320172
675,675,2012,England,Hospital,360,52,0.144,0.981,0.94,0.077,0.577,0.346,0.02,0.294,0.431,0.235,0.02,1,0.3,0.1,0.1,0.069,0.052,0.029,0.49,0.55,0.35,0.4,0.4,0.02,0,0.078,0.078,0.05,0.24,1,0.883,0.865,0.925,1,0.735,0.95,0.249,0.293,0.739,0.952,0.643,0.019,-2.185585987,2.5692686708,-2.523418281,2.4683959404,0.1514280567,-0.248419397,-0.465622968,-1.637260163,-0.485179719,-0.045011788
676,676,2012,England,Hospital,49,5,0.102,1,0,0,1,0,0,0.333,0,0.667,0,0.165,0,0,0,0.062,0.06,0.05,0,0.5,0.5,0,0,0.2,0,0,0,0,0,1,1,1,1,1,0.651,1,0,0,0,0.494,0.647,0,-0.104813809,0.3570791747,-1.945204329,0.2167614777,-3.628950667,-2.158752377,-3.880955666,3.5127535319,-2.688775308,-1.83872571
677,677,2012,England,Hospital,349,53,0.152,0.906,0.889,0.125,0.563,0.313,0.058,0.404,0.346,0.173,0.019,0.018,0.9,0.8,0.3,0.07,0.069,0.043,0.327,0.333,0.128,0.256,0.205,0.173,0.889,0.75,0.923,0.118,0.16,0.844,0.835,0.716,0.774,0.943,0.644,0.956,0.228,0.092,0.847,0.865,0.791,0,2.1871246883,-1.599650881,1.9293555979,3.4444984526,1.517989821,0.2592854866,-0.137231658,0.243461967,0.1543439852,2.2198119766
678,678,2012,England,Hospital,46,14,0.304,1,0.667,0.071,0.786,0.143,0,0.143,0.571,0.286,0,0.029,0.013,0.1,0.6,0.063,0.06,0.051,0.286,0.222,0.222,0,0.111,0.214,0.667,0.214,0.286,0,0.143,1,1,0,1,1,1,1,1,0,0,1,0,0,0.7996541443,-0.629231566,2.3639616124,-1.669269091,-1.986833071,-2.966997926,-0.561950413,1.0815809095,-1.823143895,-1.812202795
679,679,2012,England,Hospital,444,80,0.18,0.988,0.84,0.113,0.65,0.238,0.091,0.299,0.429,0.182,0,0.025,0.4,0.2,0.3,0.065,0.062,0.04,0.354,0.254,0.159,0.143,0.143,0.15,0.667,0.372,0.385,0.115,0.316,0.782,0.698,0.677,0.784,0.882,0.548,0.923,0.177,0.104,0.693,0.851,0.678,0.013,1.4461863601,-1.061351613,0.3189816161,0.1215222104,0.3047883929,-0.376884075,0.5940840073,0.0649184315,0.0774233726,0.2116569558
680,680,2012,England,Hospital,329,47,0.143,0.83,0.878,0.067,0.4,0.533,0.043,0.239,0.5,0.196,0.022,0.018,0.6,0.8,0.7,0.064,0.064,0.047,0.348,0.389,0.222,0.25,0.139,0.087,0.75,0.935,0.935,0.108,0.122,0.862,0.696,0.661,0.859,1,0.423,0.823,0.112,0.344,0.528,0.933,0.751,0,1.7527454706,-3.205442603,1.9826268088,3.0351060484,2.0483136714,-1.228025974,0.0609331083,0.005875698,-1.310245694,0.4020113072
681,681,2012,England,Hospital,259,27,0.104,0.889,0.947,0.077,0.692,0.231,0.077,0.115,0.654,0.154,0,0.044,1,0.014,1,0.066,0.059,0.035,0.185,0.231,0,0.231,0.077,0,0.0455,0,0,0,0,1,0.645,0.645,0.659,1,0.328,0.853,0.208,0.208,0.328,1,0.853,0,1.4257402907,-1.212962414,-0.227809569,0.4562856546,-3.114665975,-2.341311243,2.1045243261,-0.242730605,-1.983833866,-0.031847179
682,682,2012,England,Hospital,592,63,0.106,0.841,0.586,0.19,0.587,0.222,0.097,0.387,0.355,0.113,0.048,0.011,0.4,0.6,0.011,0.068,0.061,0.028,0.281,0.489,0.319,0.277,0.362,0.238,0.917,0.206,0.206,0.061,0.26,0.871,0.976,0.731,0.855,0.924,0.561,0.905,0.254,0.432,0.721,0.917,0.768,0.081,-1.075441612,0.4191204592,-1.478824495,2.784265931,0.5808049135,0.396839351,1.0929451418,0.8063543119,0.9681255633,0.7233238072
683,683,2012,England,Hospital,706,52,0.074,0.865,0.881,0.078,0.627,0.294,0.157,0.373,0.294,0.157,0.02,0.032,0.014,0.8,0,0.063,0.063,0.03,0.551,0.571,0.452,0.333,0.381,0.02,0,0.118,0.333,0.133,0.196,0.961,0.716,0.862,0.841,0.678,0.581,0.782,0.134,0.271,0.471,0.799,0.727,0,-2.857740841,0.800627734,-0.767546901,2.4267001018,0.187258065,-1.18552312,-0.602550868,0.3407377004,-0.358621926,-1.777249312
684,684,2012,England,Hospital,270,42,0.156,0.905,0.975,0.025,0.8,0.175,0.071,0.452,0.429,0.048,0,0.027,0.4,0.5,0.3,0.069,0.067,0.032,0.366,0.576,0.242,0.424,0.212,0.024,0,0.1,0.1,0.13,0.394,0.834,0.728,0.628,0.823,0.893,0.514,0.87,0.335,0.348,0.671,0.938,0.75,0.024,-1.777065442,-0.105564939,0.0618843995,2.267757488,-1.63471258,0.0084222711,0.7126905077,-1.339648567,0.1488829248,-0.252844097
685,685,2012,England,Hospital,389,60,0.154,0.967,0.818,0.217,0.533,0.25,0.088,0.614,0.158,0.123,0.018,0.016,0.4,0.4,0.2,0.07,0.055,0.043,0.467,0.489,0.267,0.267,0.356,0.15,0.222,0.136,0.136,0.156,0.216,0.817,0.799,0.614,0.77,1,0.369,0.795,0.252,0.139,0.577,0.814,0.765,0,-1.311983188,-1.595926489,-0.904261356,1.8764450205,-0.806308093,-0.125607734,0.0509409384,-0.47046777,0.0873151775,-0.756301386
686,686,2012,England,Hospital,30,6,0.2,1,1,0,0.5,0.5,0,0,0.667,0.333,0,0.103,0.015,0.037,0.063,0.07,0.07,0.07,0.4,0.333,0.333,0.333,0,0,0,0,0,0,0,1,0,0,0,0.8,0,1,1,0,0,1,0,0,-2.688714239,-4.005625293,3.2496527973,-5.671759093,-3.426990736,1.0107152686,-1.856484148,-1.735033149,-1.945234326,-2.972128684
687,687,2012,England,Hospital,561,91,0.162,0.934,0.839,0.133,0.444,0.422,0.11,0.341,0.319,0.187,0.044,0.023,0.8,0.2,0.3,0.065,0.06,0.036,0.278,0.422,0.25,0.219,0.281,0.077,0.429,0.066,0.088,0.121,0.197,0.883,0.715,0.531,0.798,0.815,0.343,0.737,0.198,0.117,0.568,0.79,0.687,0,-1.376055246,-1.194542947,-0.577518861,0.6426340327,-1.086339383,-0.885812975,1.0559453217,0.5815525326,-0.559480139,0.6887936315
688,688,2012,England,Hospital,297,51,0.172,0.745,1,0,0.824,0.176,0.02,0.3,0.38,0.3,0,0.018,0.9,0.1,0.2,0.065,0.063,0.049,0.3,0.387,0.387,0.129,0.129,0.039,1,0.109,0.13,0.053,0.174,0.914,0.961,0.674,0.744,0.918,0.444,0.835,0.212,0.276,0.697,0.902,0.797,0,1.2217442229,-0.837186429,-1.425586237,1.8102965002,-0.794326378,-0.183206659,0.5312946949,0.538166038,0.0178806598,0.9042667336
689,689,2012,England,Hospital,530,92,0.174,0.87,0.811,0.132,0.527,0.341,0.135,0.393,0.281,0.169,0.022,0.013,0.6,0.9,0.3,0.067,0.062,0.03,0.315,0.583,0.292,0.486,0.403,0.167,0.214,0.089,0.156,0.145,0.233,0.87,0.822,0.64,0.721,0.888,0.423,0.79,0.395,0.185,0.505,0.897,0.736,0.12,-3.25313776,-0.933667803,-0.732997718,3.0445704829,-0.736762976,-0.396937964,1.3455269062,0.2893636563,-0.040005018,-0.181054424
690,690,2012,England,Hospital,273,38,0.139,0.921,0.757,0.079,0.605,0.316,0.054,0.297,0.459,0.189,0,0.015,0.5,0.018,0.8,0.069,0.062,0.037,0.351,0.545,0.273,0.455,0.333,0.081,0.333,0.111,0.139,0.121,0.333,0.837,0.809,0.909,0.809,0.77,0.456,0.97,0.556,0.488,0.475,0.726,0.831,0,-2.094985916,-0.727526983,-0.580652166,2.8623319167,-1.05195966,-1.721211194,-0.728395212,0.4404942876,0.8989989431,-0.571985446
691,691,2012,England,Hospital,294,56,0.19,0.696,0.873,0.019,0.604,0.377,0,0.309,0.455,0.236,0,0.019,0.7,0.013,0.5,0.066,0.064,0.042,0.255,0.657,0.457,0.457,0.4,0.089,0.5,0.294,0.353,0.07,0.212,0.812,0.379,0.459,0.75,1,0.22,0.981,0.195,0.127,0.576,0.719,0.376,0.018,-4.928584412,-3.152458942,0.9043825355,1.0220649982,0.2843705357,-0.343927391,-0.678623225,-0.222321838,-0.094080559,0.5814974445
692,692,2012,England,Hospital,225,70,0.311,0.286,0.851,0.071,0.7,0.229,0,0.4,0.386,0.214,0,0.02,0.013,0,0.9,0.067,0.064,0.043,0.457,0.32,0.26,0.1,0.08,0.03,1,0.448,0.448,0.127,0.185,0.892,0.745,0.654,0.895,0.894,0.375,0.842,0.25,0.202,0.544,0.754,0.737,0.029,1.7533302051,-1.48813783,1.3051245382,0.7173464377,0.6471636402,-1.58172672,-0.442496066,0.7714922973,1.1808608214,-1.183777225
